"PO number prefix","PO number","PO number suffix","Vendor","Organization type","Order type","Acquisitions units","Approval date","Assigned to","Bill to","Ship to","Manual","Re-encumber","Created by","Created on","Note","Workflow status","Approved","Renewal interval","Subscription","Manual renewal","Ongoing notes","Review period","Renewal date","Review date","PO tags","POLine number","Title","Instance UUID","Subscription from","Subscription to","Subscription interval","Receiving note","Publisher","Edition","Linked package","Contributor, Contributor type","Product ID, Qualifier, Product ID type","Internal note","Acquisition method","Order format","Created on (PO Line)","Receipt date","Receipt status","Payment status","Source","Donor","Selector","Requester","Cancellation restriction","Cancellation description","Rush","Collection","Line description","Vendor reference number, reference type","Instructions to vendor","Account number","Physical unit price","Quantity physical","Electronic unit price","Quantity electronic","Discount","Estimated price","Currency","Fund code, Expense class, Value, Amount","Location, Quantity P, Quantity E","Material supplier","Receipt due","Expected receipt date","Volumes","Create inventory","Material type","Access provider","Activation status","Activation due","Create inventory E","Material type E","Trial","Expected activation","User limit","URL","POLine tags","Renewal note"
,"10990",,"autotest_code_166.61040235704462808","","Ongoing","","12/8/2023, 12:19 AM",,,,false,true,"folio-aqa","12/8/2023, 12:18 AM","","Open",false,,false,false,,,,,,"10990-1","1-bit symphony [realia] / Tristan Perich.","2edf065d-27a5-4da5-937b-bd7b814a9477",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""387.60054892618035805""""""""100""""100""","""autotest_location_code_809.8265842167048664""""1""""0""","autotest_code_166.61040235704462808",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10964",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10964-1","RUSSIAN REVOLUTION : A VIEW FROM THE THIRD WORLD",,,,,,"VERSO",,,"""RODNEY, WALTER""""Personal name""","""9781786635327""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991951028""""Vendor order reference number""","PQE1U","137050",,,74.95,1,"""""""percentage""",74.95,"USD","""""""""""100%""""74.95""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10960",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10960-1","PAIN WE CARRY : HEALING FROM COMPLEX PTSD FOR PEOPLE OF COLOR.",,,,,,"NEW HARBINGER PUB",,,"""GUTIERREZ, NATALIE Y""""Personal name""","""9781684039326""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953504""""Vendor order reference number""","PQENL","137050",,,14.15,1,"""""""percentage""",14.15,"USD","""""""""""100%""""14.15""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10962",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10962-1","CITIZEN AND PARIAH : SOMALI TRADERS AND THE REGULATION OF DIFFERENCE IN SOUTH AFRICA.",,,,,,"WITS UNIVERSITY PRESS",,,"""GASTROW, VANYA""""Personal name""","""9781776147410""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991951901""""Vendor order reference number""","CUPEA","137050",,,140,1,"""""""percentage""",140,"USD","""""""Electronic""""100%""""140""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10961",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10961-1","QUANTUM MATERIALS, DEVICES, AND APPLICATIONS",,,,,,"ELSEVIER",,,"""undefined""""Personal name""","""9780128209134""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953515""""Vendor order reference number""","PQENL","137050",,,450,1,"""""""percentage""",450,"USD","""""""""""100%""""450""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10963",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10963-1","REPRESENTATION OF WORKERS IN THE DIGITAL ERA : ORGANIZING A HETEROGENEOUS WORKFORCE",,,,,,"PALGRAVE MACMILLAN",,,"""undefined""""Personal name""","""9783031046520""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951860""""Vendor order reference number""","PQENL","137050",,,49.99,1,"""""""percentage""",49.99,"USD","""""""""""100%""""49.99""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10958",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10958-1","PARTICIPATION INCOME : AN ALTERNATIVE TO BASIC INCOME FOR POVERTY REDUCTION IN THE DIGITAL AGE.",,,,,,"EDWARD ELGAR",,,"""HIILAMO, HEIKKI""""Personal name""","""9781800880801""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951589""""Vendor order reference number""","PQE1U","137050",,,30,1,"""""""percentage""",30,"USD","""""""""""100%""""30""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10956",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10956-1","SOCIAL CONTRACTS AND INFORMAL WORKERS IN THE GLOBAL SOUTH",,,,,,"EDWARD ELGAR",,,"""undefined""""Personal name""","""9781839108068""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951895""""Vendor order reference number""","PQE1U","137050",,,30,1,"""""""percentage""",30,"USD","""""""""""100%""""30""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10957",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10957-1","AFRICA-CHINA-TAIWAN RELATIONS, 1949-2020",,,,,,"LEXINGTON BOOKS",,,"""undefined""""Personal name""","""9781793649676""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991950012""""Vendor order reference number""","EBSUU","137050",,,320,1,"""""""percentage""",320,"USD","""""""""""100%""""320""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10959",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10959-1","45 CONVERSATIONS ABOUT BEHAVIORAL ECONOMICS : AN INTERDISCIPLINARY DISCUSSION CROSSING BUSINESS, PUBL",,,,,,"PALGRAVE MACMILLAN",,,"""LEE, LI WAY""""Personal name""","""9783031050466""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951670""""Vendor order reference number""","PQENL","137050",,,49.99,1,"""""""percentage""",49.99,"USD","""""""""""100%""""49.99""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10954",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10954-1","CITY LIFE IN AFRICA : ANTHROPOLOGICAL INSIGHTS.",,,,,,"ROUTLEDGE",,,"""WERTHMANN, KATJA""""Personal name""","""9781003143857""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991949812""""Vendor order reference number""","TAFUU","137050",,,180,1,"""""""percentage""",180,"USD","""""""Electronic""""100%""""180""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10955",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10955-1","CREATIVE AGEING AND THE ARTS OF CARE : REFRAMING ACTIVE AGEING.",,,,,,"EMERALD GROUP PUBL",,,"""BROOKE, ELIZABETH""""Personal name""","""9781838674373""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953505""""Vendor order reference number""","PQENL","137050",,,125,1,"""""""percentage""",125,"USD","""""""""""100%""""125""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10950",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10950-1","AGAINST DECOLONISATION : TAKING AFRICAN AGENCY SERIOUSLY.",,,,,,"HURST & COMPANY",,,"""TAIWO, OLUFEMI""""Personal name""","""9781787388857""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991949681""""Vendor order reference number""","EBSUU","137050",,,31.33,1,"""""""percentage""",31.33,"USD","""""""Electronic""""100%""""31.33""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10953",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10953-1","CENTERING HOPE AS A SUSTAINABLE DECOLONIAL PRACTICE : ESPERANZA EN PRACTICA.",,,,,,"LEXINGTON BOOKS",,,"""GONZALEZ-JUSTINIANO, YARA""""Personal name""","""9781793650900""""""""ISBN""","KMB/ts Rush please notify robyn.hendersonespinoza@duke.edu","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"KMB",,false,,true,false,,"""99991948653""""Vendor order reference number""","PQEUA","137050",,,252,1,"""""""percentage""",252,"USD","""""""""""100%""""252""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10952",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10952-1","GROUNDINGS WITH MY BROTHERS",,,,,,"VERSO",,,"""RODNEY, WALTER""""Personal name""","""9781788731171""""""""ISBN""","HZM/im. order in addition to hard copy coming on approval plan","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991949839""""Vendor order reference number""","PQE1U","137050",,,44.95,1,"""""""percentage""",44.95,"USD","""""""""""100%""""44.95""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10951",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10951-1","COMPUTATIONAL GEOMETRY WITH INDEPENDENT AND DEPENDENT UNCERTAINTIES.",,,,,,"WORLD SCIENTIFIC",,,"""GITIK, RIVKA""""Personal name""","""9789811253843""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953533""""Vendor order reference number""","EBSCA","137050",,,125,1,"""""""percentage""",125,"USD","""""""""""100%""""125""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10949",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10949-1","DECOLONIAL MARXISM : ESSAYS FROM THE PAN-AFRICAN REVOLUTION.",,,,,,"VERSO",,,"""RODNEY, WALTER""""Personal name""","""9781839764141""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991950141""""Vendor order reference number""","PQE1U","137050",,,84.95,1,"""""""percentage""",84.95,"USD","""""""Electronic""""100%""""84.95""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10948",,"GOBI","","One-Time","","12/7/2023, 11:39 PM",,,,false,false,"Invalid reference","12/7/2023, 11:39 PM","","Open",true,,,,,,,,,"10948-1","ELITE CAPTURE;HOW THE POWERFUL TOOK OVER IDENTITY POLITICS (AND EVERYTHING ELSE).",,,,,,"HAYMARKET BOOKS",,,"""OLUFMI O. TAIWO""""Personal name""","""9781642597141""""""""ISBN""","KMB/ts Rush please notify lacey.hudspeth@duke.edu","Purchase At Vendor System","Electronic Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"KMB",,false,,true,false,,"""99991948638""""Vendor order reference number""","PQEUA","99999-10",,,31.98,1,"""""""percentage""",31.98,"USD","""""""""""100%""""31.98""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10939",,"autotest_code_395.00143352621427942","","Ongoing","","12/7/2023, 10:33 PM",,,,false,false,"folio-aqa","12/7/2023, 10:30 PM","","Open",true,,false,false,,,,,,"10939-1","1-bit symphony [realia] / Tristan Perich.","f0b8485d-cafa-4bb4-8843-4f3ebcc9a11c",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","319.831765679168660",70,1,,,"""""""percentage""",70,"USD","""163.61320615577773939""""""""70""""70""","""autotest_location_code_345.0567682229124377""""1""""0""","autotest_code_395.00143352621427942",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10938",,"autotest_code_784.5367094645214111","","Ongoing","","12/7/2023, 10:31 PM",,,,false,false,"folio-aqa","12/7/2023, 10:30 PM","","Open",true,,false,false,,,,,,"10938-1","#1917 : semnadt︠s︡atʹ ocherkov po istorii Rossiĭskoĭ revoli︠u︡t︠s︡ii / Boris Kolonit︠s︡kiĭ.","7b209fa9-19ce-45d9-869d-c19f690ec98e",,,,,"Evropeĭskiĭ universitet v Sankt-Peterburge","",,"""Kolonit︠s︡kiĭ, B. I.""""Personal name"" | ""Колоницкий, Б. И.""""Personal name""","""9785943802430""""""""ISBN""",,"Depository","Physical Resource","12/07/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","714.8736902933664232",100,1,,,"""""""percentage""",100,"USD","""252.56182178158184108""""""""100""""100""","""autotest_location_code_596.3861205822391625""""1""""0""","autotest_code_784.5367094645214111",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10933",,"autotest_code_523.0585439633846401","","Ongoing","","12/7/2023, 10:31 PM",,,,false,true,"folio-aqa","12/7/2023, 10:29 PM","","Open",true,,false,false,,,,,,"10933-1","Autotest Tetle_616.5541869591407402","aa65cae8-8f8d-45b9-bcd0-315d24d83e87",,,,,,,,"","",,"Depository","Physical Resource","12/07/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,2,,,"""""""percentage""",20,"USD","""270.37100093920174516""""""""100%""""20""","""KU/CC/DI/M""""2""""0""","autotest_code_523.0585439633846401",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10932",,"autotest_code_464.93504386021795816","","One-Time","","12/7/2023, 10:30 PM",,,,false,true,"Invalid reference","12/7/2023, 10:29 PM","","Open",false,,,,,,,,,"10932-2","1-bit symphony [realia] / Tristan Perich.","d65f47f6-033e-4859-b0be-4df2d489d972",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"PLN","""768.7273545415728815""""""""100%""""100""","""autotest_location_code_744.5062356040871128""""1""""0""","autotest_code_464.93504386021795816",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10932",,"autotest_code_464.93504386021795816","","One-Time","","12/7/2023, 10:30 PM",,,,false,true,"Invalid reference","12/7/2023, 10:29 PM","","Open",false,,,,,,,,,"10932-1","1-bit symphony [realia] / Tristan Perich.","9ed846a6-00db-4f57-8b4c-337f60bc0550",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"EUR","""768.7273545415728815""""""""100%""""100""","""autotest_location_code_744.5062356040871128""""1""""0""","autotest_code_464.93504386021795816",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10926",,"autotest_code_612.2010538322579309","","Ongoing","","12/7/2023, 10:28 PM",,,,false,true,"folio-aqa","12/7/2023, 10:27 PM","","Open",true,,false,false,,,,,,"10926-1","1-bit symphony [realia] / Tristan Perich.","f43d897a-27da-4623-a9ae-2cf8a2c86132",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Ongoing","Cancelled","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""623.5237268904755307""""""""10""""10""","""autotest_location_code_585.7472395265058651""""1""""0""","autotest_code_612.2010538322579309",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10909",,"autotest_code_593.0690039917573146","","Ongoing","","12/7/2023, 10:23 PM",,,,false,true,"folio-aqa","12/7/2023, 10:22 PM","","Open",false,,false,false,,,,,,"10909-1","1-bit symphony [realia] / Tristan Perich.","9cefa963-ccc4-470d-92af-1ac423863002",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",20,1,,,"""""""percentage""",20,"USD","""398.8390937396108265""""""""70%""""14"" | ""716.8428233431987265""""""""30%""""6""","""autotest_location_code_222.68232157439488371""""1""""0""","autotest_code_593.0690039917573146",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10898",,"autotest_code_147.66530230014263781","","One-Time","","12/7/2023, 10:20 PM",,,,false,true,"folio-aqa","12/7/2023, 10:20 PM","","Open",true,,,,,,,,,"10898-1","1-bit symphony [realia] / Tristan Perich.","93a8c243-0343-449c-90b4-f765578c6f60",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","",70,1,,,"""""""percentage""",70,"USD","""802.2644181762114900""""""""70""""70""","""autotest_location_code_893.8870727486966639""""1""""0""","autotest_code_147.66530230014263781",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10894",,"autotest_code_999.3979946245012403","","One-Time","","12/7/2023, 10:18 PM",,,,false,true,"folio-aqa","12/7/2023, 10:18 PM","","Open",true,,,,,,,,,"10894-1","1-bit symphony [realia] / Tristan Perich.","961fa073-d5ce-46a9-b268-0e0f384f227b",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",70,1,,,"""""""percentage""",70,"USD","""751.2273606057557525""""""""70""""70""","""autotest_location_code_876.6367760563244259""""1""""0""","autotest_code_999.3979946245012403",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10893",,"autotest_code_941.7363083511552273","","One-Time","","12/7/2023, 10:18 PM",,,,false,true,"folio-aqa","12/7/2023, 10:17 PM","","Open",true,,,,,,,,,"10893-1","1-bit symphony [realia] / Tristan Perich.","c2d87f61-ac70-4637-b029-1e817d0d3377",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",200,1,,,"""""""percentage""",200,"USD","""148.33989532627606271""""""""200""""200""","""autotest_location_code_838.7267200056401727""""1""""0""","autotest_code_941.7363083511552273",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10892",,"autotest_code_549.8935327652364996","","One-Time","","12/7/2023, 10:18 PM",,,,false,true,"folio-aqa","12/7/2023, 10:17 PM","","Open",true,,,,,,,,,"10892-1","1-bit symphony [realia] / Tristan Perich.","e9fcff3a-d588-4acb-968e-689cb1c874b1",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",70,1,,,"""""""percentage""",70,"USD","""250.6332937076578112""""""""70""""70""","""autotest_location_code_245.5686970452867764""""1""""0""","autotest_code_549.8935327652364996",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10891",,"autotest_code_398.12461943499653618","","One-Time","","12/7/2023, 10:18 PM",,,,false,true,"folio-aqa","12/7/2023, 10:17 PM","","Open",true,,,,,,,,,"10891-1","1-bit symphony [realia] / Tristan Perich.","e2fa8822-c16f-4daf-aba3-9d27dd607e97",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/07/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",70,1,,,"""""""percentage""",70,"USD","""381.0037465836511738""""""""70""""70""","""autotest_location_code_830.9941751494091569""""1""""0""","autotest_code_398.12461943499653618",,,"","Instance, Holding, Item","book",,,,,,,,,,,
